ncrna_id,symbol,disease_id,context_id,translational_score,relevance_score,mean_abs_log2fc,sig_rate,de_consistency,mean_tau,log_tpm_disease,label,confidence_tier,task_type,label_source,dataset_id,notes
LNCRNA_3151,SLC2A2,DIS_001,CTX_001,0.1859,0.5821,0.315579,1.0,1.0,0.0,6.813117,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7861,SPTBN2,DIS_001,CTX_001,0.1858,0.6133,0.935995,1.0,1.0,0.0,4.497601,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5260,PHF14,DIS_001,CTX_001,0.1858,0.6359,1.384767,1.0,1.0,0.0,2.824187,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5298,CYCS,DIS_001,CTX_001,0.1857,0.6331,1.332949,1.0,1.0,0.0,2.992907,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11354,SERPINF1,DIS_001,CTX_001,0.1857,0.5806,0.292101,1.0,1.0,0.0,6.86639,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4902,MYO6,DIS_001,CTX_001,0.1857,0.6336,1.342727,1.0,1.0,0.0,2.953567,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4706,RPS18,DIS_001,CTX_001,0.1857,0.5951,0.579667,1.0,1.0,0.0,5.793966,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7721,FADS2,DIS_001,CTX_001,0.1856,0.5934,0.548854,1.0,1.0,0.0,5.895575,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11496,RPL26,DIS_001,CTX_001,0.1856,0.6148,0.972805,1.0,1.0,0.0,4.312499,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13573,RPS11,DIS_001,CTX_001,0.1856,0.5949,0.578707,1.0,1.0,0.0,5.777267,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1852,CAPG,DIS_001,CTX_001,0.1856,0.6546,1.763389,1.0,1.0,0.0,1.359808,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5608,TRIM56,DIS_001,CTX_001,0.1855,0.6248,1.17292,1.0,1.0,0.0,3.553146,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3623,RPL34,DIS_001,CTX_001,0.1855,0.6036,0.753026,1.0,1.0,0.0,5.115068,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2148,CIRSR,DIS_001,CTX_001,0.1855,0.6347,1.371141,1.0,1.0,0.0,2.813157,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9290,AMDHD1,DIS_001,CTX_001,0.1855,0.6102,0.886712,1.0,1.0,0.0,4.608645,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7658,FNBP4,DIS_001,CTX_001,0.1855,0.6467,1.60919,1.0,1.0,0.0,1.918282,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2440,HDLBP,DIS_001,CTX_001,0.1855,0.5846,0.380287,1.0,1.0,0.0,6.487078,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7976,RSF1,DIS_001,CTX_001,0.1854,0.6308,1.297303,1.0,1.0,0.0,3.067918,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6397,GFRA2,DIS_001,CTX_001,0.1854,0.6499,1.674584,1.0,1.0,0.0,1.662758,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3473,UGT2B15,DIS_001,CTX_001,0.1854,0.5887,0.463572,1.0,1.0,0.0,6.164596,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0981,FDPS,DIS_001,CTX_001,0.1854,0.5993,0.673526,1.0,1.0,0.0,5.382585,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12196,EPB41L3,DIS_001,CTX_001,0.1854,0.6401,1.48255,1.0,1.0,0.0,2.368201,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12362,CYB5A,DIS_001,CTX_001,0.1853,0.5905,0.499945,1.0,1.0,0.0,6.016874,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12434,SLC23A2,DIS_001,CTX_001,0.1853,0.6086,0.861091,1.0,1.0,0.0,4.6679,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9073,EIF4B,DIS_001,CTX_001,0.1853,0.5966,0.621625,1.0,1.0,0.0,5.559036,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11433,XAF1,DIS_001,CTX_001,0.1853,0.6292,1.269741,1.0,1.0,0.0,3.141685,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1695,EPAS1,DIS_001,CTX_001,0.1853,0.598,0.651728,1.0,1.0,0.0,5.435327,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9263,CEP290,DIS_001,CTX_001,0.1853,0.6562,1.805732,1.0,1.0,0.0,1.138749,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8765,PRAP1,DIS_001,CTX_001,0.1852,0.6455,1.593581,1.0,1.0,0.0,1.925812,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4182,DDX46,DIS_001,CTX_001,0.1852,0.6277,1.242669,1.0,1.0,0.0,3.22806,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6275,F9,DIS_001,CTX_001,0.1852,0.5823,0.342743,1.0,1.0,0.0,6.576481,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10602,RPS17,DIS_001,CTX_001,0.1852,0.6008,0.708729,1.0,1.0,0.0,5.212201,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7228,ENG,DIS_001,CTX_001,0.1852,0.6066,0.824941,1.0,1.0,0.0,4.774894,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1681,HAAO,DIS_001,CTX_001,0.1852,0.5976,0.646568,1.0,1.0,0.0,5.436353,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10028,RDH11,DIS_001,CTX_001,0.1851,0.6041,0.775939,1.0,1.0,0.0,4.949246,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7354,EDF1,DIS_001,CTX_001,0.1851,0.6083,0.860102,1.0,1.0,0.0,4.6327,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7897,LRP5,DIS_001,CTX_001,0.1851,0.5992,0.679714,1.0,1.0,0.0,5.303297,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11120,CDH5,DIS_001,CTX_001,0.1851,0.6236,1.165066,1.0,1.0,0.0,3.492207,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11398,GLTPD2,DIS_001,CTX_001,0.1851,0.6273,1.23854,1.0,1.0,0.0,3.212373,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4607,HLA-E,DIS_001,CTX_001,0.1851,0.587,0.440099,1.0,1.0,0.0,6.182819,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13385,CYP2A6,DIS_001,CTX_001,0.1851,0.5785,0.272083,1.0,1.0,0.0,6.808247,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10003,MTHFD1,DIS_001,CTX_001,0.185,0.5885,0.471853,1.0,1.0,0.0,6.059205,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7804,TM7SF2,DIS_001,CTX_001,0.185,0.6053,0.803904,1.0,1.0,0.0,4.821538,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12679,TSHZ2,DIS_001,CTX_001,0.185,0.629,1.275174,1.0,1.0,0.0,3.066225,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12713,PSMA7,DIS_001,CTX_001,0.185,0.6132,0.963125,1.0,1.0,0.0,4.21628,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13975,APOL1,DIS_001,CTX_001,0.185,0.5944,0.592009,1.0,1.0,0.0,5.594682,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12931,CLEC4G,DIS_001,CTX_001,0.1849,0.6139,0.977245,1.0,1.0,0.0,4.1577,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5751,HIPK2,DIS_001,CTX_001,0.1849,0.6023,0.749888,1.0,1.0,0.0,4.992581,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10437,LIPC,DIS_001,CTX_001,0.1849,0.5906,0.518558,1.0,1.0,0.0,5.853263,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10446,ANXA2,DIS_001,CTX_001,0.1848,0.621,1.121465,1.0,1.0,0.0,3.601028,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9774,UPF3A,DIS_001,CTX_001,0.1848,0.6432,1.561869,1.0,1.0,0.0,1.958069,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2118,ABCB11,DIS_001,CTX_001,0.1848,0.6091,0.888206,1.0,1.0,0.0,4.461379,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1078,FCER1G,DIS_001,CTX_001,0.1848,0.6227,1.157458,1.0,1.0,0.0,3.454315,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8767,ECHS1,DIS_001,CTX_001,0.1848,0.5796,0.303603,1.0,1.0,0.0,6.630152,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4926,ZNF292,DIS_001,CTX_001,0.1848,0.6404,1.509969,1.0,1.0,0.0,2.138568,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2296,RPL37A,DIS_001,CTX_001,0.1848,0.5903,0.516811,1.0,1.0,0.0,5.835534,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6866,PLIN2,DIS_001,CTX_001,0.1847,0.6016,0.741481,1.0,1.0,0.0,4.986227,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8685,HABP2,DIS_001,CTX_001,0.1847,0.5782,0.278007,1.0,1.0,0.0,6.708928,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12933,CLEC4M,DIS_001,CTX_001,0.1847,0.6198,1.103996,1.0,1.0,0.0,3.63311,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4031,BHMT,DIS_001,CTX_001,0.1847,0.5789,0.29388,1.0,1.0,0.0,6.641809,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9615,WBP4,DIS_001,CTX_001,0.1846,0.6388,1.481067,1.0,1.0,0.0,2.219899,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6385,FGL1,DIS_001,CTX_001,0.1846,0.5847,0.409777,1.0,1.0,0.0,6.204314,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10455,RPS27L,DIS_001,CTX_001,0.1846,0.6222,1.153343,1.0,1.0,0.0,3.432173,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8457,OIT3,DIS_001,CTX_001,0.1846,0.6087,0.887426,1.0,1.0,0.0,4.418042,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12088,SEC14L1,DIS_001,CTX_001,0.1845,0.6188,1.088392,1.0,1.0,0.0,3.661083,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9125,RPS26,DIS_001,CTX_001,0.1845,0.6162,1.036584,1.0,1.0,0.0,3.853034,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5356,INHBA,DIS_001,CTX_001,0.1845,0.6407,1.523005,1.0,1.0,0.0,2.040847,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10651,FURIN,DIS_001,CTX_001,0.1845,0.5843,0.405925,1.0,1.0,0.0,6.197205,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5066,RPS12,DIS_001,CTX_001,0.1845,0.5935,0.588105,1.0,1.0,0.0,5.518133,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1517,RPS7,DIS_001,CTX_001,0.1845,0.6044,0.804879,1.0,1.0,0.0,4.710293,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8501,PRXL2A,DIS_001,CTX_001,0.1845,0.5964,0.646846,1.0,1.0,0.0,5.288953,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3900,RPL37,DIS_001,CTX_001,0.1844,0.5905,0.533382,1.0,1.0,0.0,5.691428,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0504,CYP4A22,DIS_001,CTX_001,0.1843,0.5892,0.509597,1.0,1.0,0.0,5.770917,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8988,ZCRB1,DIS_001,CTX_001,0.1843,0.6225,1.169409,1.0,1.0,0.0,3.312261,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9575,FLT1,DIS_001,CTX_001,0.1843,0.6224,1.168337,1.0,1.0,0.0,3.312092,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7594,CAT,DIS_001,CTX_001,0.1843,0.5731,0.192005,1.0,1.0,0.0,6.946252,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11350,PRPF8,DIS_001,CTX_001,0.1843,0.5963,0.653036,1.0,1.0,0.0,5.224933,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_14166,APP,DIS_001,CTX_001,0.1843,0.5848,0.42514,1.0,1.0,0.0,6.071965,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12888,RPL36,DIS_001,CTX_001,0.1843,0.604,0.804399,1.0,1.0,0.0,4.658845,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10366,EIF3J,DIS_001,CTX_001,0.1842,0.6203,1.12863,1.0,1.0,0.0,3.447902,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0178,UBR4,DIS_001,CTX_001,0.1842,0.6013,0.75262,1.0,1.0,0.0,4.845955,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9362,ACACB,DIS_001,CTX_001,0.1842,0.5901,0.530281,1.0,1.0,0.0,5.673069,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6092,RPS4X,DIS_001,CTX_001,0.1842,0.5868,0.466112,1.0,1.0,0.0,5.911565,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5053,EPB41L2,DIS_001,CTX_001,0.1842,0.6206,1.136687,1.0,1.0,0.0,3.410916,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8491,RPS24,DIS_001,CTX_001,0.1842,0.5934,0.596341,1.0,1.0,0.0,5.419557,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8446,CDH23,DIS_001,CTX_001,0.1842,0.6215,1.154628,1.0,1.0,0.0,3.340349,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12341,RNF152,DIS_001,CTX_001,0.1841,0.6194,1.115146,1.0,1.0,0.0,3.477221,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5164,LPA,DIS_001,CTX_001,0.1841,0.6003,0.73716,1.0,1.0,0.0,4.882797,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8448,PSAP,DIS_001,CTX_001,0.1841,0.571,0.156682,1.0,1.0,0.0,7.040601,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4775,TREM2,DIS_001,CTX_001,0.1841,0.6609,1.938293,1.0,1.0,0.0,0.401353,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1464,NID1,DIS_001,CTX_001,0.1841,0.599,0.712977,1.0,1.0,0.0,4.960921,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8565,CYP2C9,DIS_001,CTX_001,0.1841,0.5714,0.166274,1.0,1.0,0.0,6.991085,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11574,ALDH3A1,DIS_001,CTX_001,0.184,0.6596,1.91658,1.0,1.0,0.0,0.464554,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3556,AFF1,DIS_001,CTX_001,0.184,0.6109,0.952477,1.0,1.0,0.0,4.047266,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4440,CANX,DIS_001,CTX_001,0.184,0.5774,0.288883,1.0,1.0,0.0,6.514045,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10149,LGMN,DIS_001,CTX_001,0.1839,0.6008,0.75225,1.0,1.0,0.0,4.783351,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7439,IGF2,DIS_001,CTX_001,0.1839,0.5795,0.331374,1.0,1.0,0.0,6.349397,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0537,SCP2,DIS_001,CTX_001,0.1839,0.5781,0.304146,1.0,1.0,0.0,6.449251,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0224,RPL11,DIS_001,CTX_001,0.1839,0.5859,0.457989,1.0,1.0,0.0,5.875737,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7692,MS4A6A,DIS_001,CTX_001,0.1839,0.6095,0.925768,1.0,1.0,0.0,4.133087,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3746,FNIP2,DIS_001,CTX_001,0.1839,0.601,0.757329,1.0,1.0,0.0,4.75976,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8514,GLUD1,DIS_001,CTX_001,0.1839,0.5721,0.187152,1.0,1.0,0.0,6.873648,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0053,SKI,DIS_001,CTX_001,0.1839,0.6075,0.88826,1.0,1.0,0.0,4.263697,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7111,ABCA1,DIS_001,CTX_001,0.1839,0.6095,0.927139,1.0,1.0,0.0,4.118861,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4537,SOX4,DIS_001,CTX_001,0.1838,0.6465,1.663847,1.0,1.0,0.0,1.362512,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2503,RPL32,DIS_001,CTX_001,0.1838,0.5906,0.555875,1.0,1.0,0.0,5.486132,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11439,ASGR2,DIS_001,CTX_001,0.1837,0.5814,0.374717,1.0,1.0,0.0,6.145812,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_11409,ENO3,DIS_001,CTX_001,0.1837,0.5904,0.554331,1.0,1.0,0.0,5.474397,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3575,MMRN1,DIS_001,CTX_001,0.1837,0.6351,1.44039,1.0,1.0,0.0,2.175303,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4166,UQCRQ,DIS_001,CTX_001,0.1837,0.5987,0.720612,1.0,1.0,0.0,4.848042,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6573,RPL7,DIS_001,CTX_001,0.1836,0.5932,0.612041,1.0,1.0,0.0,5.24442,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10888,KNOP1,DIS_001,CTX_001,0.1836,0.6382,1.504342,1.0,1.0,0.0,1.920086,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1573,TP53I3,DIS_001,CTX_001,0.1836,0.6416,1.573221,1.0,1.0,0.0,1.65971,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6645,MTDH,DIS_001,CTX_001,0.1836,0.6022,0.793449,1.0,1.0,0.0,4.558663,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_8114,IL10RA,DIS_001,CTX_001,0.1836,0.6261,1.267204,1.0,1.0,0.0,2.794599,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2220,HSPE1,DIS_001,CTX_001,0.1836,0.6173,1.092055,1.0,1.0,0.0,3.441615,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2379,PTMA,DIS_001,CTX_001,0.1836,0.5941,0.632794,1.0,1.0,0.0,5.151239,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3083,TM4SF4,DIS_001,CTX_001,0.1835,0.5871,0.498001,1.0,1.0,0.0,5.631527,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12102,LGALS3BP,DIS_001,CTX_001,0.1834,0.5992,0.737699,1.0,1.0,0.0,4.737855,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_3992,MCCC2,DIS_001,CTX_001,0.1834,0.5948,0.650225,1.0,1.0,0.0,5.063,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_1797,DYSF,DIS_001,CTX_001,0.1834,0.6099,0.951287,1.0,1.0,0.0,3.934592,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6369,FDFT1,DIS_001,CTX_001,0.1834,0.6049,0.85151,1.0,1.0,0.0,4.305921,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9823,PABPN1,DIS_001,CTX_001,0.1834,0.6347,1.443816,1.0,1.0,0.0,2.100067,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7956,RPS3,DIS_001,CTX_001,0.1834,0.5887,0.531571,1.0,1.0,0.0,5.494532,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6205,PGRMC1,DIS_001,CTX_001,0.1834,0.5798,0.356582,1.0,1.0,0.0,6.141766,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12008,ABCA6,DIS_001,CTX_001,0.1834,0.5963,0.682794,1.0,1.0,0.0,4.925915,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_2397,UGT1A4,DIS_001,CTX_001,0.1834,0.5969,0.695395,1.0,1.0,0.0,4.877708,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9188,AVIL,DIS_001,CTX_001,0.1834,0.6602,1.950953,1.0,1.0,0.0,0.20294,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_0323,TINAGL1,DIS_001,CTX_001,0.1833,0.6289,1.32969,1.0,1.0,0.0,2.512464,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_10429,MNS1,DIS_001,CTX_001,0.1833,0.6578,1.902458,1.0,1.0,0.0,0.378393,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12699,GNAS,DIS_001,CTX_001,0.1833,0.5796,0.353834,1.0,1.0,0.0,6.140691,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13233,CEBPA,DIS_001,CTX_001,0.1833,0.5903,0.565145,1.0,1.0,0.0,5.353891,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9814,AJUBA,DIS_001,CTX_001,0.1833,0.6241,1.236288,1.0,1.0,0.0,2.853241,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5158,ACAT2,DIS_001,CTX_001,0.1833,0.5991,0.739616,1.0,1.0,0.0,4.701763,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_5859,ARSD,DIS_001,CTX_001,0.1833,0.6032,0.822946,1.0,1.0,0.0,4.3893,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_9493,DDX55,DIS_001,CTX_001,0.1833,0.6368,1.488629,1.0,1.0,0.0,1.907809,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6394,LPL,DIS_001,CTX_001,0.1833,0.6546,1.841773,1.0,1.0,0.0,0.589846,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_12918,ADGRE1,DIS_001,CTX_001,0.1833,0.6402,1.557212,1.0,1.0,0.0,1.648857,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_13618,ETFB,DIS_001,CTX_001,0.1833,0.5978,0.716436,1.0,1.0,0.0,4.777666,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_7023,TUT7,DIS_001,CTX_001,0.1832,0.6071,0.901245,1.0,1.0,0.0,4.085675,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_6868,RPS6,DIS_001,CTX_001,0.1832,0.5796,0.356147,1.0,1.0,0.0,6.114487,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
LNCRNA_4870,MLIP,DIS_001,CTX_001,0.1832,0.6203,1.164967,1.0,1.0,0.0,3.095635,0.5,Tier 3 — Exploratory,regression,auto_gse126848_v1,GSE126848,
